course_id,discipline,user_id,registered,viewed,explored,grade,new_col,Target_Variable,grade_reqs,completed%,course_reqs,final_cc_cname_ID,primary_reason,learner_type,expected_hours_week,LoE_ID,age_ID,gender,start_time_ID,course_start,course_end,last_event_ID,nEvents,nDays_act,nContent,nForum_posts,course_length
832945510,Interdisciplinary and Other,832665543,1,0,0,0.15,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,21
832945281,Professions and Applied Sciences,832677671,1,0,0,0.729,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,5,67
832945173,Interdisciplinary and Other,832963441,1,0,0,0.93,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Missing""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945135,Humanities,832454873,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,71
832945129,Business and Management,832603102,1,1,0,0.968,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q3""","""2014 Q4""","""2015 Q1""",3,1,0,16,69
832945288,Humanities,832696492,1,0,0,0.745,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,3,70
832945288,Humanities,832608737,1,0,0,0.078,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,7,70
832945173,Interdisciplinary and Other,832608676,1,0,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Missing""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945280,Education,832457274,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q3""","""""",0,0,0,21,28
832945135,Humanities,832690321,1,0,0,0.1,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,71
832945288,Humanities,832452716,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832606467,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,4,70
832945288,Humanities,832673589,1,1,0,0.51,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q2""","""2014 Q3""","""2014 Q4""","""2015 Q2""",2,1,0,5,70
832945595,Professions and Applied Sciences,832674130,1,0,0,0.121,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,9,56
832945184,Computer Science,832429831,1,0,0,0.208,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,13,77
832945135,Humanities,832609634,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,71
832945288,Humanities,832456424,1,0,0,0.098,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945281,Professions and Applied Sciences,832691068,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945288,Humanities,832606825,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945188,Humanities,832989242,1,0,0,0.567,high,1,0,0,0,"""*""","""I like the format (online)""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q2""","""2014 Q3""","""""",0,0,0,0,112
832945288,Humanities,832456120,1,0,0,0.176,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832674108,1,0,0,0.333,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,2,70
832945281,Professions and Applied Sciences,832673833,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945288,Humanities,832456826,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945281,Professions and Applied Sciences,832676739,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945288,Humanities,832456670,1,0,0,0.078,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945281,Professions and Applied Sciences,832694522,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945288,Humanities,832671711,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832456309,1,0,0,0.431,high,1,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,10,70
832945595,Professions and Applied Sciences,832647787,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,56
832945288,Humanities,832601399,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945220,Education,832673755,1,0,0,0.311,high,1,0,0,0,"""*""","""I am curious about MOOCs""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,14,28
832945135,Humanities,832609410,1,0,0,0.28,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,71
832945281,Professions and Applied Sciences,832963441,1,0,0,0.172,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945129,Business and Management,832459902,1,0,0,0.367,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,69
832945131,Business and Management,832696794,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945281,Professions and Applied Sciences,832964521,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,3,67
832945281,Professions and Applied Sciences,832673118,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,4,67
832945222,Humanities,832642367,1,0,0,0.014,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,42
832945281,Professions and Applied Sciences,832676976,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,67
832945135,Humanities,832452260,1,0,0,1,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,71
832945571,Business and Management,832644752,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945129,Business and Management,832968304,1,0,0,0.847,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,69
832945571,Business and Management,832644247,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945237,Education,832415501,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,42
832945288,Humanities,832607918,1,0,0,0.98,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945135,Humanities,832674777,1,1,0,0.28,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q3""","""2014 Q3""","""2014 Q4""","""2015 Q3""",2,0,0,0,71
832945288,Humanities,832456147,1,0,0,0.314,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832456283,1,0,0,0.98,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,5,70
832945281,Professions and Applied Sciences,832459902,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945288,Humanities,832458648,1,0,0,0.196,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,70
832945544,Education,832690321,1,0,0,0.05,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2015 Q1""","""2015 Q1""","""""",0,0,0,0,70
832945288,Humanities,832403604,1,0,0,0.078,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Drop-in""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832456975,1,0,0,0.98,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,27,70
832945173,Interdisciplinary and Other,832644537,1,0,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Missing""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945281,Professions and Applied Sciences,832493194,1,0,0,0.312,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,4,67
832945288,Humanities,832600089,1,0,0,0.49,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945173,Interdisciplinary and Other,832967183,1,0,0,0.953,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945281,Professions and Applied Sciences,832671711,1,0,0,0.219,high,1,0,0,0,"""*""","""I want to try Canvas Network""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945173,Interdisciplinary and Other,832691285,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Missing""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,97
832945131,Business and Management,832694293,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945288,Humanities,832456775,1,0,0,0.471,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945131,Business and Management,832694594,1,0,0,0,low,0,0,0,0,"""*""","""I am preparing to go back to school""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945281,Professions and Applied Sciences,832693707,1,0,0,0.219,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945281,Professions and Applied Sciences,832694141,1,0,0,0.172,high,1,0,0,0,"""*""","""I like the format (online)""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945288,Humanities,832608676,1,0,0,0.078,low,0,0,0,0,"""*""","""I am curious about MOOCs""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832454884,1,0,0,0.641,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945288,Humanities,832607751,1,0,0,0.961,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,2,70
832945129,Business and Management,832459309,1,0,0,0.834,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,69
832945281,Professions and Applied Sciences,832647172,1,0,0,0.988,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,9,67
832945510,Interdisciplinary and Other,832607229,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,21
832945288,Humanities,832647683,1,0,0,0.333,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,5,70
832945234,Humanities,832456508,1,0,0,0.286,high,1,0,0,0,"""*""","""I want to try Canvas Network""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,2,57
832945253,Professions and Applied Sciences,832694522,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,42
832945281,Professions and Applied Sciences,832675967,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,67
832945234,Humanities,832431052,1,0,0,0.143,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,8,57
832945288,Humanities,832690532,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,1,70
832945288,Humanities,832694941,1,1,0,0.098,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""2015 Q1""","""2014 Q3""","""2014 Q4""","""2015 Q1""",12,1,0,0,70
832945281,Professions and Applied Sciences,832690532,1,0,0,0.522,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945288,Humanities,832691213,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Less than 1 hour""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,70
832945221,Education,832666251,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Observer""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,28
832945281,Professions and Applied Sciences,832452716,1,0,0,0.062,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,67
832945281,Professions and Applied Sciences,832693608,1,0,0,0.531,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,67
832945103,Interdisciplinary and Other,832493194,1,0,0,0.225,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q1""","""2014 Q1""","""""",0,0,0,0,20
832945288,Humanities,832607653,1,0,0,0.451,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,6,70
832945288,Humanities,832678556,1,0,0,0.745,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,6,70
832945131,Business and Management,832696142,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945221,Education,832669478,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,28
832945571,Business and Management,832640553,1,0,0,0,low,0,0,0,0,"""*""","""I like the format (online)""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945288,Humanities,832674306,1,0,0,0.314,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,3,70
832945571,Business and Management,832647153,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Drop-in""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,1,30
832945222,Humanities,832647164,1,0,0,0.09,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Active""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,42
832945571,Business and Management,832672420,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy being part of a community of learners""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945283,Professions and Applied Sciences,832642423,1,0,0,0,low,0,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,0,53
832945571,Business and Management,832692622,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,30
832945131,Business and Management,832648392,1,0,0,0,low,0,0,0,0,"""*""","""I want to try Canvas Network""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945131,Business and Management,832644809,1,0,0,0,low,0,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Passive""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,0,61
832945131,Business and Management,832643402,1,0,0,1,high,1,0,0,0,"""*""","""I hope to gain skills for a promotion at work""","""Active""","""Between 4 and 6 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,3,61
832945281,Professions and Applied Sciences,832643401,1,0,0,0.219,high,1,0,0,0,"""*""","""I hope to gain skills for a new career""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,67
832945281,Professions and Applied Sciences,832609410,1,0,0,0.219,high,1,0,0,0,"""*""","""I like the format (online)""","""Active""","""Between 1 and 2 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q4""","""2014 Q4""","""""",0,0,0,2,67
832945288,Humanities,832458237,1,0,0,0.941,high,1,0,0,0,"""*""","""I enjoy learning about topics that interest me""","""Passive""","""Between 2 and 4 hours""","""Completed 4-year college degree""","""{19-34}""","""{}""","""""","""2014 Q3""","""2014 Q4""","""""",0,0,0,14,70
